Project,Site,Coordinates,Year,Parcel,Block,N dose (kg/ha),P2O5 dose (kg/ha),K2O dose (kg/ha),Leaf N (%),Leaf P (%),Leaf K (%),Leaf Ca (%),Leaf Mg (%),Leaf Al (ppm),Leaf B (ppm),Leaf Cu (ppm),Leaf Zn (ppm),Leaf Fe (ppm),Leaf Mn (ppm),Leaf Mo (ppm),Berry yield (kg/ha),Berry dry matter_fraction,Soil NO3 (ppm),Soil NH4 (ppm),Soil P (mg/kg),Soil K (mg/kg),Soil Ca (mg/kg),Soil Mg (mg/kg),pH H2O
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,28,3,0,20,30,1.58,0.11,0.53,0.21,0.12,42.0,42.7,6.24,7.93,17.7,177,0.22,1701,0.14,1.34,2.49,118,183,502,48,5.1
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,29,3,21,20,30,1.55,0.11,0.56,0.26,0.13,37.9,36.6,5.14,7.69,16.8,179,0.31,2805,0.14,2.57,3.59,4,94,525,14,5.38
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,30,3,21,20,30,1.54,0.12,0.59,0.28,0.13,49.4,39.4,5.09,8.05,16.4,180,0.26,3790,0.13,0.13,0.28,6,60,101,11,5.04
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,31,3,90,20,30,2.26,0.15,0.64,0.33,0.15,48.6,34.4,4.72,9.63,20.3,195,0.32,4471,0.14,1.66,3.53,34,119,902,78,4.83
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,32,3,15,20,30,1.67,0.12,0.54,0.3,0.15,57.7,35.9,6.33,8.30,16.6,189,0.40,2076,0.14,1.48,2.73,17,42,158,28,5.09
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,33,3,30,20,30,1.66,0.14,0.66,0.31,0.17,41.7,29.8,5.98,11.46,18.9,198,0.22,2966,0.13,1.39,2.84,30,302,1064,73,4.91
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,34,3,15,20,30,1.61,0.11,0.57,0.3,0.15,60.0,37.1,7.17,9.11,19.0,187,0.25,3488,0.14,2.67,3.6,27,48,112,10,5.05
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,35,3,60,20,30,1.82,0.12,0.66,0.27,0.12,45.2,47.6,4.97,9.95,20.1,190,0.31,5595,0.14,1.11,2.55,13,48,200,39,4.59
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,36,3,0,0,0,1.63,0.12,0.52,0.36,0.14,52.7,56.0,7.07,10.02,18.3,177,0.27,2625,0.14,0,0.58,13,155,276,21,5.31
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,37,4,0,20,30,1.82,0.15,0.57,0.31,0.16,58.2,36.6,7.37,10.82,19.4,203,0.25,5415,0.13,0,2.76,7,62,206,9,5.32
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,38,4,9,20,30,1.91,0.12,0.59,0.29,0.14,80.6,49.6,7.13,10.02,23.9,196,0.29,5944,0.13,2.31,4.13,7,72,215,16,5.73
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,39,4,90,20,30,1.86,0.11,0.57,0.25,0.11,80.4,35.2,4.74,9.19,24.2,186,0.21,4934,0.13,0.89,2.87,6,37,99,7,4.87
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,40,4,30,20,30,1.71,0.12,0.59,0.22,0.11,48.9,48.7,6.54,8.93,18.4,179,0.29,1344,0.13,1.59,2.86,5,26,72,5,5.32
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,41,4,15,20,30,1.65,0.12,0.58,0.28,0.13,66.9,44.0,5.68,8.48,19.8,198,0.32,1264,0.12,1.11,0.65,16,72,166,42,5.26
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,42,4,0,0,0,1.68,0.12,0.6,0.34,0.13,52.8,.,6.53,8.85,19.6,188,0.15,1151,0.13,1.02,2.27,4,48,56,6,5.31
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,43,4,21,20,30,1.82,0.14,0.61,0.3,0.14,66.9,54.2,5.54,11.02,20.0,.,0.34,1479,0.14,1.46,3.18,25,61,153,9,5.1
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,44,4,45,20,30,1.89,0.13,0.6,0.32,0.15,56.7,41.6,5.95,10.85,19.4,193,0.18,3466,0.13,3.15,3.9,11,76,171,8,4.94
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,45,4,15,20,30,1.71,0.11,0.62,0.32,0.15,.,39.0,5.38,9.34,24.6,192,0.22,2834,0.13,0.58,1.99,21,55,135,9,5.08
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,46,4,21,20,30,1.68,0.11,0.63,0.3,0.14,52.8,45.3,5.66,8.85,17.7,195,0.15,1906,0.13,0,1.89,17,135,431,34,5.04
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,47,4,30,20,30,1.76,0.13,0.58,0.33,0.13,47.3,38.8,5.30,9.03,17.8,176,0.26,3652,0.14,0.78,2.81,42,74,542,18,5.01
Frac_3,St-Léon,48' 40'N 71' 32'O,2001,48,4,60,20,30,1.93,0.14,0.6,0.24,0.1,54.6,29.3,4.83,8.34,18.4,169,0.32,3711,0.14,39.11,36.54,39,73,254,32,4.65
Frac_4,Normandin,48' 59'N 72' 32'O,2003,1,1,30,20,30,2.16,0.16,0.75,0.36,0.16,49.6,33.1,4.93,8.70,18.8,229,0.25,3414,0.125,8.54,14.14,70,245,1780,149,4.31
Frac_4,Normandin,48' 59'N 72' 32'O,2003,2,1,9,20,30,1.60,0.10,0.59,0.32,0.16,48.2,35.4,6.12,9.97,19.5,206,0.21,.,.,0.00,2.62,142,158,806,84,4.67
Frac_4,Normandin,48' 59'N 72' 32'O,2003,3,1,60,20,30,2.20,0.16,0.65,0.38,0.16,52.8,30.5,3.89,9.70,20.5,220,0.35,2586,0.134,0.00,1.04,202,116,523,21,4.93
Frac_4,Normandin,48' 59'N 72' 32'O,2003,4,1,21,20,30,1.74,0.13,0.66,0.35,0.17,50.7,34.5,5.71,9.64,18.2,216,0.15,.,.,0.00,0.97,166,223,1148,126,4.50
Frac_4,Normandin,48' 59'N 72' 32'O,2003,5,1,0,20,30,1.54,0.14,0.64,0.35,0.17,58.6,43.9,5.33,8.05,18.1,242,0.27,.,.,0.00,1.52,139,78,210,18,4.69
Frac_4,Normandin,48' 59'N 72' 32'O,2003,6,1,45,20,30,1.83,0.15,0.68,0.36,0.15,61.8,34.2,3.72,9.25,.,241,0.28,.,.,0.00,0.87,147,152,957,65,4.59
Frac_4,Normandin,48' 59'N 72' 32'O,2003,7,1,15,20,30,1.69,0.13,0.68,0.36,0.15,52.3,39.4,4.57,7.86,17.3,222,0.27,.,.,0.00,0.32,106,96,245,30,4.67
Frac_4,Normandin,48' 59'N 72' 32'O,2003,8,1,0,0,0,1.66,0.13,0.64,0.34,0.16,51.4,38.0,5.89,8.80,18.3,217,0.35,.,.,3.24,0.56,148,111,285,29,4.60
Frac_4,Normandin,48' 59'N 72' 32'O,2003,9,1,15,20,30,1.76,0.14,0.74,0.38,0.17,63.0,39.1,5.75,8.92,20.2,225,0.27,2263,0.130,2.50,0.63,104,108,493,45,4.38
Frac_4,Normandin,48' 59'N 72' 32'O,2003,10,1,90,20,30,2.24,0.14,0.73,0.34,0.15,42.3,34.4,3.56,8.93,21.8,202,.,.,.,1.63,0.75,104,99,254,22,4.40
Frac_4,Normandin,48' 59'N 72' 32'O,2003,11,1,30,20,30,1.78,0.16,0.73,0.37,0.17,58.6,40.1,4.85,8.74,19.9,226,0.31,.,.,2.75,0.90,131,75,226,25,4.68
Frac_4,Normandin,48' 59'N 72' 32'O,2003,12,1,21,20,30,1.71,0.15,0.69,0.39,0.15,49.6,31.8,4.21,7.55,17.0,198,0.34,1672,0.132,2.76,0.91,85,96,393,47,4.40
Frac_4,Normandin,48' 59'N 72' 32'O,2003,13,2,0,0,0,1.71,0.11,0.52,0.37,0.19,57.9,31.6,6.04,9.92,19.9,219,0.22,1998,0.133,0.00,3.76,294,176,572,73,4.69
Frac_4,Normandin,48' 59'N 72' 32'O,2003,14,2,90,20,30,2.15,0.15,0.53,0.37,0.16,66.0,30.4,3.82,11.48,24.7,228,0.20,2088,0.138,0.00,5.85,57,152,.,206,4.49
Frac_4,Normandin,48' 59'N 72' 32'O,2003,15,2,15,20,30,1.96,0.15,0.52,0.35,0.15,57.2,30.8,4.73,10.41,21.2,209,0.38,2212,0.125,0.00,6.39,83,135,1436,135,4.69
Frac_4,Normandin,48' 59'N 72' 32'O,2003,16,2,30,20,30,1.87,0.14,0.66,0.37,0.16,60.2,36.8,4.64,9.06,21.5,205,0.34,2988,0.123,0.00,0.51,151,113,399,34,4.43
Frac_4,Normandin,48' 59'N 72' 32'O,2003,17,2,21,20,30,1.74,0.15,0.67,0.37,0.17,63.4,42.6,3.44,7.86,18.5,246,0.29,1244,0.133,3.33,0.52,105,102,317,39,4.76
Frac_4,Normandin,48' 59'N 72' 32'O,2003,18,2,21,20,30,1.90,0.17,0.67,0.38,0.18,58.1,32.6,4.51,8.92,21.6,272,0.30,1354,0.123,2.56,1.62,14,158,903,75,4.49
Frac_4,Normandin,48' 59'N 72' 32'O,2003,19,2,30,20,30,1.83,0.15,0.74,0.39,0.21,59.0,35.0,3.78,9.20,20.9,284,0.22,2630,0.119,3.15,0.88,190,89,148,22,4.73
Frac_4,Normandin,48' 59'N 72' 32'O,2003,20,2,15,20,30,1.75,0.15,0.64,0.33,0.17,54.6,35.8,5.88,9.08,17.4,219,0.26,.,.,2.90,0.92,37,103,480,40,4.52
Frac_4,Normandin,48' 59'N 72' 32'O,2003,21,2,0,20,30,1.66,0.14,0.63,0.33,0.17,53.6,36.1,6.41,8.96,17.1,209,0.37,.,.,2.27,0.71,139,111,242,25,4.46
Frac_4,Normandin,48' 59'N 72' 32'O,2003,22,2,60,20,30,2.31,0.16,0.72,0.33,0.15,60.9,41.8,3.28,8.84,22.9,243,0.16,2162,0.145,3.78,1.32,235,83,80,8,4.86
Frac_4,Normandin,48' 59'N 72' 32'O,2003,23,2,9,20,30,1.84,0.16,0.67,0.37,0.17,65.2,40.0,5.03,8.19,21.2,218,0.28,1659,0.129,4.23,0.92,82,86,185,15,4.72
Frac_4,Normandin,48' 59'N 72' 32'O,2003,24,2,45,20,30,1.87,0.15,0.65,0.35,0.14,56.6,45.0,4.67,.,21.1,265,0.28,1675,0.127,4.13,0.51,80,102,512,33,4.61
Frac_4,Normandin,48' 59'N 72' 32'O,2003,25,3,45,20,30,2.27,0.19,0.65,0.42,0.21,68.8,41.5,5.26,10.79,21.2,257,0.38,3624,0.145,0.00,5.79,173,261,909,63,4.53
Frac_4,Normandin,48' 59'N 72' 32'O,2003,26,3,30,20,30,2.12,0.16,0.50,0.38,0.17,56.7,36.4,4.44,11.80,22.5,216,0.35,.,.,0.00,2.80,91,111,352,44,4.66
Frac_4,Normandin,48' 59'N 72' 32'O,2003,27,3,0,20,30,1.59,0.13,0.45,0.28,0.15,47.4,35.0,5.39,10.21,22.9,207,0.20,1612,0.122,0.00,4.36,57,307,747,78,4.69
Frac_4,Normandin,48' 59'N 72' 32'O,2003,28,3,0,0,0,1.52,0.13,0.49,0.29,0.16,45.4,35.6,5.21,9.39,18.7,204,0.37,1612,0.132,0.00,0.43,204,91,207,29,5.09
Frac_4,Normandin,48' 59'N 72' 32'O,2003,29,3,30,20,30,1.75,0.15,0.55,0.41,0.18,54.2,35.6,4.32,7.18,17.2,233,0.20,2398,0.122,2.93,3.09,107,99,333,35,4.79
Frac_4,Normandin,48' 59'N 72' 32'O,2003,30,3,21,20,30,2.08,0.18,0.62,0.39,0.19,53.6,27.9,3.95,8.62,19.1,.,0.25,1774,0.131,2.60,2.88,126,74,349,36,4.75
Frac_4,Normandin,48' 59'N 72' 32'O,2003,31,3,9,20,30,1.73,0.15,0.52,0.35,0.16,48.6,27.7,5.18,8.24,17.6,220,0.22,1876,0.120,2.63,2.45,34,110,951,62,4.70
Frac_4,Normandin,48' 59'N 72' 32'O,2003,32,3,90,20,30,2.23,0.16,0.61,0.35,0.17,53.4,34.6,3.61,9.45,22.8,.,0.28,3540,0.136,2.15,0.23,173,67,97,14,4.69
Frac_4,Normandin,48' 59'N 72' 32'O,2003,33,3,15,20,30,1.70,0.14,0.61,0.29,0.16,67.9,37.8,4.75,6.76,18.5,241,0.27,.,.,4.42,1.40,178,30,16,6,4.69
Frac_4,Normandin,48' 59'N 72' 32'O,2003,34,3,21,20,30,1.96,0.15,0.63,0.34,0.18,70.0,37.5,4.58,7.42,19.8,244,0.21,.,.,3.01,1.56,215,98,344,31,4.95
Frac_4,Normandin,48' 59'N 72' 32'O,2003,35,3,60,20,30,1.77,0.15,0.53,0.30,0.13,54.7,35.6,5.08,7.72,16.4,212,0.29,2916,0.139,5.37,2.94,150,92,520,42,4.69
Frac_4,Normandin,48' 59'N 72' 32'O,2003,36,3,15,20,30,2.40,0.18,0.65,0.34,0.14,48.9,37.6,3.42,10.61,22.5,221,0.18,1681,0.123,2.28,0.00,129,64,227,21,4.94
Frac_4,Normandin,48' 59'N 72' 32'O,2003,37,4,15,20,30,1.94,0.16,0.55,0.35,0.19,66.6,35.6,4.49,10.01,20.0,266,0.23,3208,0.132,4.18,4.50,26,120,1570,139,4.43
Frac_4,Normandin,48' 59'N 72' 32'O,2003,38,4,15,20,30,1.72,0.14,0.44,0.34,0.16,47.3,33.6,5.24,10.17,19.9,215,0.13,2862,0.125,3.77,1.26,73,105,757,66,4.67
Frac_4,Normandin,48' 59'N 72' 32'O,2003,39,4,21,20,30,1.72,0.14,0.62,0.34,0.17,56.0,34.7,5.03,8.72,19.8,227,.,.,.,3.35,1.04,32,80,536,41,4.73
Frac_4,Normandin,48' 59'N 72' 32'O,2003,40,4,0,20,30,1.60,0.12,0.50,0.26,0.17,47.1,30.3,5.62,8.79,18.8,218,0.26,1462,0.136,4.29,3.40,82,160,930,88,4.56
Frac_4,Normandin,48' 59'N 72' 32'O,2003,41,4,45,20,30,2.08,0.14,0.59,0.31,0.17,46.5,29.2,3.38,7.95,18.3,237,0.28,2588,0.132,4.40,0.85,45,108,375,38,4.64
Frac_4,Normandin,48' 59'N 72' 32'O,2003,42,4,9,20,30,1.84,0.16,0.63,0.32,0.18,50.3,27.5,4.77,8.29,17.8,239,0.34,1818,0.136,2.61,1.30,40,87,602,55,4.66
Frac_4,Normandin,48' 59'N 72' 32'O,2003,43,4,30,20,30,1.94,0.13,0.56,0.29,0.15,44.2,24.9,3.69,7.81,17.6,217,0.36,2276,0.131,3.90,0.81,126,138,851,77,4.42
Frac_4,Normandin,48' 59'N 72' 32'O,2003,44,4,30,20,30,1.84,0.14,0.65,0.36,0.18,41.6,19.7,3.29,7.44,19.8,271,0.27,2556,0.116,2.85,2.04,113,112,532,61,4.73
Frac_4,Normandin,48' 59'N 72' 32'O,2003,45,4,60,20,30,2.06,0.15,0.64,0.41,0.18,60.0,31.3,3.29,10.15,24.2,238,0.05,2004,0.120,2.96,0.58,111,100,358,36,4.52
Frac_4,Normandin,48' 59'N 72' 32'O,2003,46,4,0,0,0,1.49,0.12,0.65,0.30,0.16,58.9,35.0,5.45,8.31,20.2,237,0.27,.,.,4.44,4.10,62,153,1199,110,4.73
Frac_4,Normandin,48' 59'N 72' 32'O,2003,47,4,90,20,30,2.26,0.17,0.65,0.33,0.17,55.4,38.8,3.05,9.02,20.3,288,0.33,3340,0.138,3.24,0.00,102,122,205,28,4.64
Frac_4,Normandin,48' 59'N 72' 32'O,2003,48,4,21,20,30,1.79,0.13,0.64,0.30,0.15,53.7,36.1,4.14,8.07,19.3,223,0.27,1512,0.127,3.51,0.20,140,70,173,17,4.67
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,1,1,21,20,30,1.84,0.14,0.61,0.34,0.13,48.2,33.3,4.10,8.37,19.2,215,0.50,8884,0.145,0.00,1.20,67,153,983,63,4.21
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,2,1,9,20,30,1.87,0.14,0.69,0.34,0.14,50.6,40.2,4.93,9.74,18.5,229,0.45,5676,0.166,0.20,0.49,78,94,338,26,4.28
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,3,1,45,20,30,2.23,0.14,0.89,0.28,0.14,63.7,44.3,5.25,9.75,23.9,236,0.35,7118,0.151,0.00,0.75,144,89,137,13,4.51
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,4,1,0,20,30,1.65,0.13,0.67,0.31,0.15,60.1,41.8,6.62,9.00,18.3,233,0.44,3854,0.147,0.00,0.40,119,84,148,13,4.40
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,5,1,0,0,0,1.53,0.12,0.60,0.28,0.14,61.4,37.8,7.09,9.09,20.1,218,0.64,.,.,0.00,0.82,110,144,324,33,4.72
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,6,1,30,20,30,1.83,0.16,0.72,0.36,0.16,54.7,32.7,5.41,11.13,21.7,223,0.50,3132,0.150,0.00,2.56,40,164,849,55,4.28
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,7,1,15,20,30,1.90,0.15,0.62,0.38,0.16,51.7,27.5,5.51,13.07,24.0,221,0.51,5658,0.166,0.00,1.70,61,134,756,82,4.57
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,8,1,21,20,30,1.82,0.16,0.62,0.36,0.16,44.7,29.1,5.23,11.86,20.4,219,0.51,6772,0.172,0.00,3.41,28,102,491,49,4.45
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,9,1,15,20,30,1.79,0.18,0.61,0.40,0.17,55.5,32.6,6.39,11.72,21.2,236,0.55,7280,0.169,0.00,3.87,130,111,372,36,4.54
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,10,1,60,20,30,2.30,0.17,0.65,0.34,0.16,49.1,34.5,5.76,11.14,22.8,234,0.57,5512,0.168,0.00,3.01,126,230,671,47,4.31
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,11,1,30,20,30,2.11,0.17,0.66,0.33,0.15,56.0,31.3,5.39,12.05,21.9,213,0.59,7824,0.160,0.04,2.85,20,270,1215,85,4.34
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,12,1,90,20,30,2.26,0.17,0.63,0.28,0.13,51.2,34.8,3.92,8.13,17.8,223,0.47,6578,0.156,0.00,3.78,54,127,295,24,4.47
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,13,2,21,20,30,1.73,0.14,0.63,0.42,0.16,55.9,40.4,5.01,10.60,18.9,231,0.43,7504,0.147,5.26,2.68,117,188,1749,116,4.44
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,14,2,30,20,30,2.18,0.15,0.66,0.39,0.16,45.7,30.6,3.46,10.97,18.4,272,0.49,6110,0.146,4.71,0.82,4,106,349,23,4.44
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,15,2,0,0,0,1.79,0.14,0.77,0.28,0.15,57.9,43.4,5.96,7.64,19.9,236,0.37,2970,0.145,6.10,7.14,107,134,566,53,4.72
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,16,2,15,20,30,1.58,0.14,0.74,0.38,0.15,51.4,31.5,4.74,9.06,19.8,230,0.45,3756,0.170,5.45,1.52,50,162,855,66,4.47
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,17,2,0,20,30,1.54,0.12,0.65,0.32,0.16,61.5,33.5,6.84,.,19.2,234,0.52,.,.,5.07,0.95,194,60,148,14,5.00
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,18,2,21,20,30,1.78,0.14,0.71,0.32,0.15,60.0,28.7,5.50,10.53,18.8,268,0.49,.,.,4.64,0.34,29,81,306,25,4.61
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,19,2,9,20,30,1.74,0.16,0.62,0.32,0.14,58.2,31.1,5.67,10.71,20.7,225,0.45,6152,0.162,3.20,0.00,53,95,495,39,4.69
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,20,2,60,20,30,2.29,0.17,0.64,0.25,0.13,46.9,26.5,4.43,10.58,19.7,213,0.64,.,.,6.43,2.23,55,225,1852,184,4.22
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,21,2,90,20,30,2.51,0.17,0.60,0.33,0.18,62.0,35.0,3.97,11.54,.,.,0.43,5038,0.156,5.93,0.81,27,127,789,50,4.26
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,22,2,30,20,30,2.11,0.16,0.62,0.32,0.15,59.1,29.9,6.15,11.73,21.7,226,0.47,.,.,6.22,6.10,36,317,2155,238,4.60
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,23,2,45,20,30,2.24,0.16,0.68,0.35,0.15,56.4,29.1,5.47,11.31,20.6,219,0.59,7380,0.160,4.74,0.00,132,98,220,23,4.68
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,24,2,15,20,30,2.17,0.17,0.67,0.38,0.16,64.4,40.5,6.01,10.08,17.9,248,0.50,5372,0.162,5.17,1.83,11,133,833,72,4.51
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,25,3,45,20,30,2.10,0.15,0.65,0.40,0.16,55.0,34.5,4.07,10.49,20.2,273,0.49,7662,0.154,4.99,0.93,42,133,780,53,4.29
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,26,3,0,0,0,1.54,0.12,0.53,0.30,0.15,40.5,32.6,6.69,9.60,17.6,213,0.25,4324,0.151,3.47,0.20,59,205,466,47,4.64
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,27,3,0,20,30,1.78,0.15,0.74,0.30,0.15,51.8,43.5,5.72,6.98,17.9,233,0.35,6116,0.168,3.54,0.00,28,98,418,34,4.50
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,28,3,15,20,30,1.56,0.12,0.57,0.30,0.14,59.4,31.1,5.97,8.31,19.7,211,0.48,.,.,3.54,0.00,246,120,253,19,4.48
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,29,3,30,20,30,1.97,0.16,0.58,0.34,0.13,65.1,40.5,4.61,8.17,21.6,220,0.46,3044,0.181,5.05,0.45,83,76,166,19,4.55
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,30,3,15,20,30,1.87,0.14,0.61,0.28,0.12,61.6,46.5,5.32,7.71,18.5,216,0.45,.,.,4.60,0.98,73,110,240,20,4.42
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,31,3,90,20,30,2.20,0.16,0.66,0.26,0.11,45.2,40.8,3.31,9.31,19.6,221,0.54,5992,0.163,4.17,0.00,149,107,223,23,4.53
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,32,3,30,20,30,1.72,0.16,0.56,0.34,0.15,55.6,31.6,5.22,10.53,22.4,225,0.54,5892,0.158,5.27,5.84,59,211,1587,153,4.26
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,33,3,21,20,30,1.79,0.11,0.62,0.36,0.18,50.8,34.5,5.57,9.58,19.2,210,0.51,6454,0.167,5.32,0.69,136,135,371,51,4.36
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,34,3,9,20,30,2.03,0.16,0.54,0.37,0.17,57.9,36.6,6.67,11.94,21.9,222,0.48,8682,0.141,5.32,2.62,83,164,1023,113,4.49
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,35,3,21,20,30,2.17,0.17,0.64,0.39,0.18,64.8,35.4,.,12.86,20.9,230,0.62,7060,0.153,4.68,7.53,28,172,1076,95,4.49
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,36,3,60,20,30,2.34,0.18,0.67,0.35,0.16,59.5,44.0,5.37,9.38,17.6,240,0.65,4498,0.163,5.10,2.81,60,150,820,68,4.49
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,37,4,30,20,30,1.83,0.14,0.64,0.40,0.15,55.0,30.8,4.12,8.16,20.5,221,0.46,6278,0.157,0.00,0.49,41,87,158,18,4.61
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,38,4,21,20,30,1.55,0.11,0.59,0.32,0.15,45.1,27.3,4.20,8.00,19.4,207,0.49,5240,0.134,0.00,1.12,62,152,1042,69,4.29
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,39,4,90,20,30,2.16,0.15,0.64,0.29,0.13,48.2,28.2,3.55,8.84,24.0,206,0.62,4954,0.151,0.00,2.62,27,132,895,76,4.37
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,40,4,60,20,30,2.05,0.15,0.62,0.31,0.13,47.9,27.8,3.64,8.07,22.8,200,0.44,5184,0.162,1.22,6.06,107,111,250,30,4.85
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,41,4,21,20,30,1.79,0.13,0.64,0.30,0.12,60.0,35.2,4.25,7.75,21.7,190,0.30,.,.,0.00,1.72,101,91,254,21,4.73
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,42,4,9,20,30,1.78,0.14,0.67,0.33,0.12,60.2,42.6,4.66,6.50,21.5,209,0.46,.,.,0.00,1.15,27,76,165,13,4.71
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,43,4,0,0,0,1.37,0.13,0.57,0.30,0.12,51.6,41.5,5.85,8.49,17.9,210,0.29,3062,0.166,0.00,0.62,75,102,230,30,4.85
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,44,4,45,20,30,1.95,0.17,0.67,0.40,0.20,59.0,34.5,5.06,10.24,23.8,227,0.60,.,.,0.00,0.43,30,125,697,96,4.77
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,45,4,15,20,30,1.58,0.15,0.52,0.37,0.18,54.9,29.1,5.63,11.19,23.2,203,0.43,5024,0.161,0.00,2.31,82,133,919,82,4.83
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,46,4,30,20,30,1.82,0.15,0.58,0.41,0.19,52.6,36.5,5.09,9.32,21.0,206,0.44,7664,0.147,0.00,2.64,128,206,1717,185,4.82
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,47,4,15,20,30,1.82,0.17,0.60,0.43,0.19,53.2,37.2,7.21,9.97,20.3,223,0.39,5880,0.157,0.00,1.78,156,164,920,70,4.55
Frac_5,St-Eugène,48' 59'N 72' 17'O,2003,48,4,0,20,30,1.64,0.15,0.58,0.40,0.14,54.8,42.2,6.72,7.27,16.4,236,0.53,4830,0.170,0.00,2.61,86,187,752,52,4.57
Frac_6,St-Léon,48' 40'N 71' 32'O,2003,1,1,0,0,0,1.69,0.12,0.61,0.41,0.15,48.0,19.4,5.67,10.39,18.5,.,0.54,2216,0.124,6.13,4.84,116,168,971,69,4.88
Frac_6,St-Léon,48' 40'N 71' 32'O,2003,2,1,90,20,30,2.09,0.14,0.63,0.32,0.14,54.5,25.8,4.81,9.64,18.8,199,0.55,4364,0.145,1.39,4.54,145,218,684,59,4.72
Frac_6,St-Léon,48' 40'N 71' 32'O,2003,3,1,0,20,30,1.57,0.11,0.53,0.43,0.17,42.3,21.1,4.57,8.24,16.5,191,0.53,.,.,0.00,0.39,46,113,195,13,4.57
Frac_6,St-Léon,48' 40'N 71' 32'O,2003,4,1,9,20,30,1.64,0.12,0.56,0.37,0.15,39.9,19.7,4.95,9.65,17.1,184,0.50,1126,0.134,0.46,0.39,52,180,537,29,4.86
Frac_6,St-Léon,48' 40'N 71' 32'O,2003,5,1,21,20,30,1.77,0.12,0.59,0.39,0.15,56.4,23.0,4.91,8.81,20.8,194,0.43,2744,0.135,1.50,0.57,38,95,136,7,5.01
Frac_6,St-Léon,48' 40'N 71' 32'O,2003,6,1,15,20,30,1.57,0.13,0.69,0.31,0.16,48.5,22.7,5.00,8.76,18.1,202,0.45,2950,0.142,0.59,0.98,36,140,315,28,4.82
